,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
house,"집, 주택, 가옥","식구들, 집안사람들",&lt;회의 개최동물 사육물품 보관 등의 특정 목적을 위한 건물&gt;,&lt;사무실 건물 명칭에 쓰임&gt;,(특정 사업을 하는) 회사; (특정한 종류의) 기관,식당,의회[상하원] (의원들),(영국의) 상원[하원]; (미국의) 하원,(공식 토론회의) 토론자들,"관객석, 관람석; (특정 공연의) 청중[관객]",(영국 일부 학교들에서) (같은 기숙사 건물에 살거나 같은 스포츠 팀 등을 이루는) 학생 그룹,… 가(家) (유명한 가문을 나타냄),,"살 곳을 주다, 거처를 제공하다",보관[수용/소장]하다,,,,,,,,,,,,,,,,,,,,,,,,
define,(단어·구의 뜻을) 정의하다,"규정하다, 분명히 밝히다",윤곽[모양/경계]을 분명히 나타내다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth,지구; 세상,"땅, 지면",흙,(특히 여우가 사는) 굴,"(전기 회로의) 접지, 어스",(전기 장치에 전선으로) 접지하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headquarters,본사[본부] (직원들),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alone,혼자; 다른 사람 없이,"혼자 (힘으로), 단독으로",외로운,…혼자[자신](명사·대명사 뒤에 쓰여 그 사람이나 사물이 유일함을 나타냄),…하나만으로도(명사·대명사 뒤에 쓰여 특정한 그것 하나만을 가리킴을 강조함),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seating,"좌석, 자리",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cautiously,조심스럽게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nozzle,"노즐, 분사구[공]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jewelry,보석류(jewels),"보석 세공, 보석 장식; 장신구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attached,애착을 가진,~ 소속의,"부착된, 첨부된",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contractor,"계약자, 도급업자",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
machine,기계,&lt;특정 기계의 이름을 전체적으로 부르지 않고 줄여서 가리킬 때 씀&gt;,(조직을 조종하는 사람들로 구성된) 기구,기계 (같은 사람),기계로 만들다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reconnaissance,(군사적인 목적의) 정찰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weight,"무게, 체중",(무거운) 무게,무거운 것,(무엇을 고정시키거나 하는 데 쓰이는) 추,"(무거운 책임감 같은) 짐, 부담","중요성, 영향력, 무게, 힘",무게 단위[측정법],"(역기의) 웨이트, 역기",(봉추 등을 매달아) 무겁게 하다[무게를 주다],가중치를 주다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retire,은퇴[퇴직]하다; 은퇴[퇴직]시키다,"(경기·경주 등에서, 보통 부상 때문에) 경기를 그만두다[중도 탈락하다]",(더 조용하거나 사적인 공간으로 가기 위해) 자리를 뜨다[물러나다],(군대가) 퇴각하다,잠자리에 들다,(타자를) 아웃시키다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
around,"약, …쯤","사방에(서), 빙 둘러",굴러서,둘레 (치수)가 …인,"이리저리, 여기저기",하릴없이,"주변에 있는, 마련할 수 있는",(스포츠나 전문 분야 등에서) 활약하는,(빙) 돌아[돌려],"둘레에, 주위에",(건너편에[에서/으로]) 돌아,"둥글게, 빙 돌아",(특정한 사람사상 등에) 맞춰,"이리저리, 여기저기",,,,,,,,,,,,,,,,,,,,,,,,,
rely,"의지하다; 신뢰하다, 믿다 (on, upon)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receive,"받다, 받아들이다",(어떤 대우 등을) 받다; (부상 등을) 입다[당하다],(새로운 것을 어떤 방식으로) 받아들이다[받다],(특히 격식을 차려) 환영[접대]하다,(단체의 구성원으로 공식적으로) 인정하다[받아들이다],청취[수신]하다,(무선을) 듣다,(장물을) 사들이다[취득하다],리시브하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,"현재의, 지금의",통용되는,"(물·공기의) 흐름, 해류, 기류",전류,(특정 집단 사람들 사이의) 경향[추세],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karen,,카렌 족(의 한 사람) ((미얀마 남동부에 분포하는 소수 민족)),카렌 어,카렌 족[어]의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debate,(격식을 갖춘) 토론[토의/논의],"논쟁, 논란",(특히 격식을 갖춰) 논의[토의/논쟁]하다,"곰곰이 생각하다, 숙고하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deficit,적자,부족액; 결손,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old,나이[태어난 지/만들어진 지 등]가 …인,"늙은, 나이 많은",노인들,"낡은, 오래된",예전[옛날/고대]의,(다른 것으로 교체되기 전의 것을 가리켜) 이전의,(알고 지낸 지가) 오래된,&lt;애정·경멸을 나타낼 때 씀&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cliche,상투적인 문구[생각],상투적인 문구 사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
component,"(구성) 요소, 부품",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arena,(원형) 경기장[공연장],(각축전이 벌어지는) 무대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noon,"정오, 낮 12시, 한낮",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nca,National Command Authority ((Authorities)); [병리] neurocirculatory asthenia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can,&lt;가능&gt; …할 수 있다,&lt;능력&gt; …할 줄 알다,"&lt;동사 feel, hear, see, smell, taste와 함께 쓰여 그런 감각이 느껴짐을 나타냄&gt;",&lt;허가&gt; …해도 된다,&lt;허락 여부를 물을 때&gt; …해도 되는가?,&lt;도움을 구할 때&gt; …해 주겠니?,(부정문에 쓰여) …일 리가 없다,&lt;의혹·놀람을 나타낼 때 &gt;,&lt;자주 어떤 양상을 보임을 나타낼 때&gt;,&lt;제안을 할 때&gt;,&lt;보통 화가 나서 명령·지시를 할 때&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rubber,고무,(연필·칠판) 지우개,,(일부 카드 게임·스포츠 경기에서) 삼세판 승부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal,연방제의,(미국·캐나다 등의 연방 국가 내에서) 연방 정부의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kept,KEEP의 과거·과거분사,,유지[손질]된,원조를 받는; 몰래 부양받는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stable,"안정된, 안정적인","차분한, 안정된",안정된,마구간,말 훈련소,(한 사람이 소유하거나 훈련시키는) 경주마들,&lt;같은 장소에서 일하는훈련받는 사람들&gt;; &lt;같은 회사의 상품들&gt;,(말을 마구간에) 넣다[두다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
understood,UNDERSTAND의 과거·과거분사,양해[동의]된; 암묵의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manner,(일의) 방식,(사람의) 태도,(특정 사회·문화의) 예의,(특정 집단의) 관습,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarity,(표현의) 명료성,(사고력·이해력 등의) 명확성,(사진·소리·물질의) 선명도[투명도],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outbreak,(전쟁·사고·질병 등의) 발생[발발],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear,"알아듣기[보기] 쉬운, 분명한",(의심할 여지없이) 확실한,"확실히 알고 있는, 확실한",(특히 어려운 가운데도) 냉철한,또렷한,"투명한, 맑은",(날씨가) 맑은,"티 없는, 깨끗한","빛나는, 맑은","막혀 있지 않은, 훤히 뚫린","(양심에) 거리낄 게 없는, 결백한",(안 좋은 무엇이) 없는,"(~에) 닿지 않는, (~에서) 떨어져 있는","전체의, 온전한",(세금경비 등을 제외한) 순-,명음의(혀의 가운데 부분을 입천장에 대고 내는 소리),(A에서) (B를) 치우다,(어떤 장소에서 사람들을) 내보내다[쫓아내다],(움직임흐름 등이) 다시 원활해지다,(날씨가) 맑아지다[들다],(액체가) 맑아지다,(안개연기 등이) 걷히다,(머리정신이[을]) 맑아지다[맑게 하다],(걱정 등이 가셔서 얼굴이나 표정이) 밝아지다,~에게서 (~의) 혐의를 벗기다,승인하다; 승인을 얻다,(출발도착 등을) 허가하다,(보안 심사 등에서) 통과시키다,(수표가[를]) 결제를 받다[결제하다],수익을 올리다,(빚을) 청산하다[다 갚다],(무엇에 닿지 않고) 뛰어 넘다[지나가다],(자기 팀 골문 지역 밖으로 공을) 차[쳐] 내다; (공이) 나가다,(~에(서)) 떨어져[닿지 않게],…까지 줄곧[죽],,,,
moose,무스(북미산 큰 사슴. 유럽과 아시아에서는 elk라고 함),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willing,…에 반대하지[꺼리지] 않는; …하지 못할 이유가 없는,"기꺼이 하는, 자발적인, 열렬한, 적극적인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reality,현실(실제 상황),현실(실제로 존재하는 것),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mayoral,시장(직)의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liu,경(輕)보병부대(light infantry unit),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafe,카페(음료수를 마시거나 간단한 식사를 할 수 있는 곳. 영국이나 미국의 카페에서는 보통 술을 팔지 않음),(사탕·신문·간단한 먹을 것 등을 파는) 작은 가게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeffrey,남자 이름 ((애칭 Jeff)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
education,교육,(특정한 종류의) 교육[지도/훈련],교육 기관; 교육계,교육학,"(교훈이 되는) 경험, 교육",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allocate,(특정 목적을 위해 공식적으로) 할당하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
traffic,"(특정 시간에 도로상의) 차량들, 교통(량)",(특정한 루트를 이동하는) 운항[운행],수송,(전자 통신 장치를 이용한) 통신,밀거래,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
occur,"일어나다, 발생하다",(어디에[에서]) 존재하다[발견되다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preventable,"막을 수 있는, 방해[예방]할 수 있는",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harold,남자 이름 ((애칭 Hal)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answer,"대답, 회신, 대응","해답, 답",해결책,"대응책, 대응하는 사람","대답하다, 대응하다","들어맞다, 부합하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form,"종류, 유형",(무엇이 드러나는 특정한) 방식[형태],(공식적인 문서의) 서식(書式),(사람사물의) 모습[형체],(특히 글회화의) 형식[양식],"몸의 상태, 컨디션; 건강한 상태","기량, 솜씨",관례,바른/틀린 예법,(단복수시제 등을 나타내는) 형태[어형],"학급, 반",…학년 학생,형성되다; 형성시키다,구성[형성]되다; 구성하다[형성시키다],(특정한 방식형태로) 만들어 내다,(무리가 어떤 형태를 갖도록) 모으다[만들다]; 모이다[이루다],(특정한) 기능을 하다[패턴이 되다],…이다,(단체위원회 등을[이]) 구성[결성]하다[되다],(무엇의) 형성에 영향을 미치다,,,,,,,,,,,,,,,,,,,
inn,"(보통 시골 지역에 있는, 숙박이 가능한) 주막[퍼브(pub)]",(보통 시골 지역에 있는) 여관,&lt;술집·호텔·식당 이름에 쓰임&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
properly,"제대로, 적절히",(사회적·도덕적으로) 올바로[제대로/예의 바르게],"실은, 사실",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usual,"흔히 하는[있는], 평상시의, 보통의",늘 있는 일; 늘 마시는 것[술],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relative,"(고려∙판단이) 비교상의, 상대적인","(…과) 관련지은, (…에) 따라서 본",비교적인; 상대적인,"(…와) 관련된, (…에) 대한",(앞에 나온 명사∙문장의 일부 등과의) 관계를 나타내는,친척,"동족, 동류",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bachelor,"미혼남, 독신남","학사 학위 소지자, 대학 졸업자",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiplex,"복합 상영관, 멀티플렉스",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern,북쪽[북부]에 위치한; 북향의; 북부의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy,"무거운, 육중한",(양정도 등이 보통보다) 많은[심한],육중한; 굵은,두꺼운; 진한,~으로 가득한[그득한],"크고 강력한, 중(重)-","(일이 많아서) 빡빡한, 아주 바쁜",(특히 많은 육체적인 힘을 요하는) 힘든,세게 떨어지는[치는],(식사가) 양이 많은; (음식이) 소화가 잘 안 되는[배가 부른],~을 많이 쓰는,(술담배를) 지나치게 많이 하는; (잠을) 아주 깊이 자는,"큰, 깊은","심각한, 무거운","파도가 험한, 거친",(날씨가) 후텁지근한,(땅이) 찐득찐득한,"너무 엄한, 모진",(흔히 폭력을 휘두르는) 어깨[건달],독한 맥주(특히 비터(bitter) 종류의 맥주),,,,,,,,,,,,,,,,,,,
campaign,"캠페인, (사회∙정치적 목적을 위한 조직적인) 운동[활동]",군사 작전[행동],캠페인[운동]을 벌이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senior,(계급지위가) 고위[고급/상급/상위]의,(스포츠에서 상급 수준에 이른) 성인[일반인/고급 실력자]을 위한,"시니어, 아버지(아들과 이름이 같은 남자의 이름 뒤에, 혼동을 피하기 위해 붙임)",중등[고등]의(11세나 13세가 넘는 연령층을 위한),(고등학교칼리지의) 마지막 학년[졸업반]의,"연장자, 손윗사람",,(계급지위가 더 높은) 상급[상위]자,(스포츠에서 상급 수준에 이른) 성인[일반인/고급 실력자],중등[고등]학교 학생; 상급생,(미국이나 일부 다른 나라들에서 고등학교칼리지의) 마지막 학년[졸업반] 학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopper,쇼핑객,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolder,"용감한, 대담한","선명한, 굵은",볼드체[굵은 활자체]의,"볼드체, 굵은 활자체",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peterson,피터슨. Oscar (Emmanuel) ~ (1925-)((캐나다의 재즈 피아니스트·싱어)).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wildlife,야생 동물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,"제목, 표제","서적, 출판물","칭호, 작위",직함,(스포츠에서) 타이틀[선수권],(특히 부동산) 소유권[소유권 증서],제목[표제]을 붙이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory,기억(력),기억(하는 시간적 범위),(과거의 일에 대해 생각나는) 기억[추억/회상],(죽은 사람에 대한) 기억,(컴퓨터의) 기억 장치[메모리],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conceive,"(생각·계획 등을) 마음속으로 하다[품다], 상상하다",(아이를) 가지다[임신하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vacationer,"(휴가의) 행락객, 피서객(holidaymaker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tote,토트(각 경마에 걸린 돈을 이긴 사람들끼리 나눠 갖는 방식),토트백(작은 짐들을 넣어 가지고 다닐 수 있는 제법 큰 핸드백쇼핑백 등),(특히 무거운 것을) 들다[들고 다니다],…을 든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shutdown,(공장·사업체 등의) 폐쇄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heatless,열이 없는; 열정이 없는.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de,「…에서[부터]; …에 대하여」의 뜻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fortune,(특히 사람의 삶에 영향을 미치는) 운[행운],"재산, 부; 거금",(개인·가문·국가 등이 겪는) 성쇠[부침],(사람의) 운수[미래],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atone,속죄하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enough,(복수 명사나 불가산 명사 앞에 쓰여) 필요한 만큼의[충분한],필요한 만큼 되는 수[양],"…에 필요한 정도로, …할 만큼 (충분히)",그런대로,충분히,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anywhere,어디에(서) (도) (부정문·의문문에서 somewhere 대신 씀),"어디든, 아무데나",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
occasion,(어떤 일이 일어나는 특정한) 때[기회/경우],(특별한) 행사[의식/축하],(…을 하기에) 적절한 때[기회],"이유, 원인, 일","…의 원인이 되다, …을 야기하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordially,"다정하게, 진심으로","몹시, 지독히",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipient,"(어떤 것을) 받는 사람, 수령[수취]인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keating,"Paul. born 1944, Australian Labor politician; prime minister of Australia (1991--96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixed,"(좋고 나쁜 것이) 뒤섞인, (의견·생각 등이) 엇갈리는",(인종·문화 등이) 혼합된,(같은 물건의) 여러 종류를 섞은,"남녀가 섞인, 남녀 공학[공용]의",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
programmer,(컴퓨터) 프로그래머,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear,"참다, 견디다",…할 만한 것이 못 되다,(책임 등을) 떠맡다[감당하다],(특히 부정적인 감정을) 갖다[품다],(무게를) 지탱하다[견디다],(눈에 보이게) 있다[지니다],(특정한 이름을) 가지다[지니다],가지고 가다[오다],"…하게 행동하다, 처신하다",(아이를) 낳다,(나무가 꽃이나 열매를) 피우다[맺다],"(…왼쪽, 북쪽 등으로) 가다[돌다]",곰,(주가의 하락을 예측하고) 주식을 파는 사람,,,,,,,,,,,,,,,,,,,,,,,,,
closely,"접근하여, 바싹","꽉, 단단히, 빽빽이, 꼭, 딱","엄중히, 엄밀히; 면밀히","밀접하게, 친밀하게","열심히, 주의하여",검소하게; 인색하게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,(인위적으로 만든 것이 아닌) 자연[천연]의,"자연 발생적인, 정상적인, 당연한","(행동이) 타고난, 천부적인, 천성의",(능력이) 타고난[천부적인],(꾸미지 않고) 자연스러운,친[생]…,사생아의,(법정의가) 도덕 본연의[자연 그대로의],제자리음의(기호는 ♮),(~에) 재능을 타고난[꼭 맞는] 사람,제자리음[표](기호는 ♮),,,,,,,,,,,,,,,,,,,,,,,,,,,,
globe,"지구본, 지구의",세계(특히 그 크기를 강조해서 가리킬 때 씀),구체(球體),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banking,은행업무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
responsibility,"책임(맡은 일), 책무",(잘못된 일에 대한) 책임,책임[의무](감),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distance,거리,(공간상시간상으로 떨어진) 거리,(특정한 거리를 사이에 둔) 먼 곳[지점],(두 가지 사이의) 거리[차이],(사람 사이의) 거리감,(~에) 관여[개입]하지 않다[않게 하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lolly,,,돈,"사탕, 과자",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rigid,"엄격한, 융통성 없는",융통성 없는,"뻣뻣한, 단단한, 잘 휘지[구부러지지] 않는",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assigned,할당된,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idea,(특히 특정 상황에서 해야 할 일에 대한) 발상[생각/방안/계획],(무엇에 대해 마음속으로 갖게 되는) 감[인상/생각],"견해, 신념",(무엇이 가능하다는) 느낌,(…을 하는) 목적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon,C 탄소,,"카본지, 먹지",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sightseeing,관광,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construct,건설하다,구성하다,(도형을) 그리다,(이런저런 증거들에 기반을 두고 마음속으로 구성한) 생각,(구를 이루는) 단어들[구성체],건축[구조]물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,(식용하는 짐승·조류의) 고기,"골자, 알맹이",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic,"유기농의, 화학 비료를 쓰지 않는","유기체[생물]에서 나온[만들어진], 유기의",(인체) 장기[기관]의,유기적인,"서서히[저절로] 생기는, 자연스러운",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ford,(강바닥이 얕은) 여울,(강냇물을) 걸어서[차를 타고] 건너다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assistant,"조수, 보조원",,대학생 어학 교사(외국에 나가 그 나라 학교에서 자기 나라 언어를 가르치는 대학생),"부(副)-, 조(助)-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headphone,"[보통 pl.] 헤드폰, 머리에 쓰는 수화기[수신기](cf. EARPHONE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refrigerate,(음식 등을) 냉장하다[냉장고에 보관하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rockford,록퍼드: 미국 Illinois 주 북부의 도시.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
praise,"칭찬, 찬사, 찬양",(하느님에 대한) 찬송,칭찬하다,(하느님을) 찬송[찬미]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logarithm,"로그, 대수(對數)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
represent,(행사·회의 등에서 단체 등을) 대표[대신]하다,(어떤 사람의 이익을 옹호하며 그를) 대변[변호]하다,(…에) 해당[상당]하다,"(…의) 표본[전형]이 되다, (…을) 표현하다[나타내다]","(상징물로) 나타내다, 상징하다",(특히 그림으로) 보여주다[제시하다],(특히 부당한 방식으로) 묘사[기술]하다,(의견·항의 등을) 제기하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silk,"생사, 생명주실","비단, 실크","명주실, 견사","비단옷, (특히 경마 기수들이 입는 색색으로 된) 비단 셔츠",왕실 변호사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remote,"외진, 외딴",(시간상으로) 먼,"먼, 가깝지 않은",원격의,동떨어진,쌀쌀맞은,(가능성이) 희박한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everybody,"각자 모두 ,  누구든지  (모두)",[not과 함께 부분 부정을 나타내어] 누구나 다 …한 것은 아니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
